Institution,Control,State,Category,Plan,Lat,Long,March_Death,April_Death,May_Death,June_Death,March_Hospitalized,April_Hospitalized,May_Hospitalized,June_Hospitalized,March_InICU,April_InICU,May_InICU,June_InICU,March_onVentilatorCumulative,April_onVentilatorCumulative,May_onVentilatorCumulative,June_onVentilatorCumulative,March_Positive,April_Positive,May_Positive,June_Positive,March_Recovered,April_Recovered,May_Recovered,June_Recovered,constitution_party_numbers,democrat_numbers,green_numbers,libertarian_numbers,republican_numbers
Siena College,Private,NY,"<a href=""https://www.siena.edu/offices/health-services/coronavirus/"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,42.716635,-73.7523365,6208,330353,682785,23959,86642,1635564,2646229,89703,0,0,0,0,0,0,0,0,457840,6228443,10693471,371711,17522,908950,1884841,66110,2,5,4,5,5
Skidmore College,Private,NY,"<a href=""https://www.skidmore.edu/covid19/messages/2020-05-20-message.php"" target=""_blank"" rel=""nofollow noopener noreferrer"">Waiting to decide</a>",Waiting to decide,43.0956588,-73.7856989,6208,330353,682785,23959,86642,1635564,2646229,89703,0,0,0,0,0,0,0,0,457840,6228443,10693471,371711,17522,908950,1884841,66110,2,5,4,5,5
St. Bonaventure University,Private,NY,"<a href=""https://www.sbu.edu/coronavirus-information"" target=""_blank"" rel=""nofollow noopener noreferrer"">Considering a range of scenarios</a>",Considering a range of scenarios,42.0794875,-78.48427029999998,6208,330353,682785,23959,86642,1635564,2646229,89703,0,0,0,0,0,0,0,0,457840,6228443,10693471,371711,17522,908950,1884841,66110,2,5,4,5,5
St. John Fisher College,Private,NY,"<a href=""https://www.wxxinews.org/post/rochester-area-colleges-begin-planning-fall-reopening?fbclid=IwAR3avK0DvFMs9nSax-gIGeCeGEA14H5lEgJVYCBxJPuBd30lqJCSo8WGVTE"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,43.1156593,-77.51176559999998,6208,330353,682785,23959,86642,1635564,2646229,89703,0,0,0,0,0,0,0,0,457840,6228443,10693471,371711,17522,908950,1884841,66110,2,5,4,5,5
Stony Brook University,Public,NY,"<a href=""https://www.stonybrook.edu/commcms/coronavirus/"" target=""_blank"" rel=""nofollow noopener noreferrer"">Waiting to decide</a>",Waiting to decide,40.9123761,-73.12338890000002,6208,330353,682785,23959,86642,1635564,2646229,89703,0,0,0,0,0,0,0,0,457840,6228443,10693471,371711,17522,908950,1884841,66110,2,5,4,5,5
Syracuse University,Private,NY,"<a href=""https://news.syr.edu/blog/2020/05/20/fall-semester-to-follow-accelerated-academic-calendar/"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,43.0391534,-76.1351158,6208,330353,682785,23959,86642,1635564,2646229,89703,0,0,0,0,0,0,0,0,457840,6228443,10693471,371711,17522,908950,1884841,66110,2,5,4,5,5
The New School,Private,NY,"<a href=""https://www.newschool.edu/"" target=""_blank"" rel=""nofollow noopener noreferrer"">Considering a range of scenarios</a>",Considering a range of scenarios,40.73562620000001,-73.9935379,6208,330353,682785,23959,86642,1635564,2646229,89703,0,0,0,0,0,0,0,0,457840,6228443,10693471,371711,17522,908950,1884841,66110,2,5,4,5,5
Union College,Private,NY,"<a href=""https://www.youtube.com/watch?v=YiikVDrbPpU&amp;feature=youtu.be&amp;utm_source=PMT+Updates&amp;utm_campaign=6cb78e44fa-EMAIL_CAMPAIGN_2020_05_08_05_07_COPY_02&amp;utm_medium=email&amp;utm_term=0_8bc039f210-6cb78e44fa-491544770"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,42.817712500000006,-73.92959870000001,6208,330353,682785,23959,86642,1635564,2646229,89703,0,0,0,0,0,0,0,0,457840,6228443,10693471,371711,17522,908950,1884841,66110,2,5,4,5,5
University of Buffalo,Public,NY,"<a href=""http://www.buffalo.edu/president/from-the-president/communications/Phase2.html"" target=""_blank"" rel=""nofollow noopener noreferrer"">Considering a range of scenarios</a>",Considering a range of scenarios,43.0008093,-78.78896970000002,6208,330353,682785,23959,86642,1635564,2646229,89703,0,0,0,0,0,0,0,0,457840,6228443,10693471,371711,17522,908950,1884841,66110,2,5,4,5,5
University of Rochester,Private,NY,"<a href=""https://www.rochester.edu/coronavirus-update/message-from-provost-rob-clark-regarding-the-upcoming-academic-year/"" target=""_blank"" rel=""nofollow noopener noreferrer"">Considering a range of scenarios</a>",Considering a range of scenarios,43.1305531,-77.6260033,6208,330353,682785,23959,86642,1635564,2646229,89703,0,0,0,0,0,0,0,0,457840,6228443,10693471,371711,17522,908950,1884841,66110,2,5,4,5,5
Vassar College,Private,NY,"<a href=""https://www.vassar.edu/coronavirus-updates/"" target=""_blank"" rel=""nofollow noopener noreferrer"">Waiting to decide</a>",Waiting to decide,41.686229,-73.8972957,6208,330353,682785,23959,86642,1635564,2646229,89703,0,0,0,0,0,0,0,0,457840,6228443,10693471,371711,17522,908950,1884841,66110,2,5,4,5,5
Yeshiva University,Private,NY,"<a href=""https://www.yu.edu/covid-19-info/updates#_ga=2.90740313.275912632.1589690605-1213317628.1589690605"" target=""_blank"" rel=""nofollow noopener noreferrer"">Considering a range of scenarios</a>",Considering a range of scenarios,40.850457,-73.9289675,6208,330353,682785,23959,86642,1635564,2646229,89703,0,0,0,0,0,0,0,0,457840,6228443,10693471,371711,17522,908950,1884841,66110,2,5,4,5,5
York College,Public,NY,"<a href=""https://krvn.com/regional-news/york-college-reopening-for-fall-2020/"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,40.7010415,-73.7961103,6208,330353,682785,23959,86642,1635564,2646229,89703,0,0,0,0,0,0,0,0,457840,6228443,10693471,371711,17522,908950,1884841,66110,2,5,4,5,5
Adrian College,Private,MI,"<a href=""http://adrian.edu/news/ac-president-docking-says-campus-will-be-open-in-fall"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,41.8987054,-84.05924139999998,920,59532,148883,5516,0,0,0,0,0,0,0,0,0,0,0,0,108099,835691,1560105,57532,0,76784,782769,38099,0,5,5,4,5
Albion College,Private,MI,"<a href=""https://www.albion.edu/student-life/health-services/covid-19"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,42.2440064,-84.7451775,920,59532,148883,5516,0,0,0,0,0,0,0,0,0,0,0,0,108099,835691,1560105,57532,0,76784,782769,38099,0,5,5,4,5
Alma College,Private,MI,"<a href=""https://www.alma.edu/live/news/2458-in-person-classes-to-resume-this-fall"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,43.3807565,-84.6728043,920,59532,148883,5516,0,0,0,0,0,0,0,0,0,0,0,0,108099,835691,1560105,57532,0,76784,782769,38099,0,5,5,4,5
Calvin University,Private,MI,"<a href=""https://calvin.edu/news/archive/calvin-university-takes-major-step-toward-opening-in-fall-2020"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,42.9295085,-85.5889329,920,59532,148883,5516,0,0,0,0,0,0,0,0,0,0,0,0,108099,835691,1560105,57532,0,76784,782769,38099,0,5,5,4,5
Central Michigan University,Public,MI,"<a href=""https://www.cmich.edu/news/article/pages/CMU_plans_return_for_fall.aspx"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,43.5819086,-84.77563640000002,920,59532,148883,5516,0,0,0,0,0,0,0,0,0,0,0,0,108099,835691,1560105,57532,0,76784,782769,38099,0,5,5,4,5
Concordia University Ann Arbor,Private,MI,"<a href=""https://www.cuaa.edu/landingpages/covid19/index.html"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,42.27484219999999,-83.68117749999998,920,59532,148883,5516,0,0,0,0,0,0,0,0,0,0,0,0,108099,835691,1560105,57532,0,76784,782769,38099,0,5,5,4,5
Cornerstone University,Private,MI,"<a href=""https://www.cornerstone.edu/why-cornerstone-university/campus-locations/university-offices/health-services/coronavirus-information/"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,42.98105959999999,-85.59586879999998,920,59532,148883,5516,0,0,0,0,0,0,0,0,0,0,0,0,108099,835691,1560105,57532,0,76784,782769,38099,0,5,5,4,5
Eastern Michigan University,Public,MI,"<a href=""https://www.emich.edu/president/communications/campus-messages/2020-05-07.php"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,42.2506803,-83.624089,920,59532,148883,5516,0,0,0,0,0,0,0,0,0,0,0,0,108099,835691,1560105,57532,0,76784,782769,38099,0,5,5,4,5
Ferris State University,Public,MI,"<a href=""https://www.ferris.edu/HTMLS/news/coronavirus/message-to-campus-may12-2020.htm"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,43.68396170000001,-85.48524880000002,920,59532,148883,5516,0,0,0,0,0,0,0,0,0,0,0,0,108099,835691,1560105,57532,0,76784,782769,38099,0,5,5,4,5
Finlandia University,Private,MI,"<a href=""https://www.finlandia.edu/wp-content/uploads/2020/05/May-1-2020-Weekly-Presidents-Message-.pdff"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,47.12677859999999,-88.5868536,920,59532,148883,5516,0,0,0,0,0,0,0,0,0,0,0,0,108099,835691,1560105,57532,0,76784,782769,38099,0,5,5,4,5
Grand Rapids Community College,Public,MI,"<a href=""https://www.mlive.com/news/ann-arbor/2020/05/michigan-community-colleges-look-ahead-to-fall-enrollment-consider-hybrid-course-strategies.html"" target=""_blank"" rel=""nofollow noopener noreferrer"">Proposing a hybrid model</a>",Proposing a hybrid model,42.96689680000001,-85.6667224,920,59532,148883,5516,0,0,0,0,0,0,0,0,0,0,0,0,108099,835691,1560105,57532,0,76784,782769,38099,0,5,5,4,5
Grand Valley State University,Public,MI,"<a href=""ttps://www.gvsu.edu/coronavirus"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,42.9641221,-85.88904040000001,920,59532,148883,5516,0,0,0,0,0,0,0,0,0,0,0,0,108099,835691,1560105,57532,0,76784,782769,38099,0,5,5,4,5
Hillsdale College,Private,MI,"<a href=""https://www.mlive.com/news/jackson/2020/05/i-look-forward-to-seeing-you-on-aug-23-hillsdale-college-president-says-to-students.html"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,41.9326414,-84.63365040000002,920,59532,148883,5516,0,0,0,0,0,0,0,0,0,0,0,0,108099,835691,1560105,57532,0,76784,782769,38099,0,5,5,4,5
Hope College,Private,MI,"<a href=""https://hope.edu/coronavirus/"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,42.7872057,-86.1016175,920,59532,148883,5516,0,0,0,0,0,0,0,0,0,0,0,0,108099,835691,1560105,57532,0,76784,782769,38099,0,5,5,4,5
Kalamazoo College,Private,MI,"<a href=""https://healthcenter.kzoo.edu/coronavirus-disease-2019-covid-19-campus-updates/"" target=""_blank"" rel=""nofollow noopener noreferrer"">Waiting to decide</a>",Waiting to decide,42.290035,-85.598145,920,59532,148883,5516,0,0,0,0,0,0,0,0,0,0,0,0,108099,835691,1560105,57532,0,76784,782769,38099,0,5,5,4,5
Lake Superior State University,Public,MI,"<a href=""https://www.freep.com/story/news/education/2020/05/07/lake-superior-state-classes-early-fall-covid/3090060001/"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,46.4918881,-84.36387739999998,920,59532,148883,5516,0,0,0,0,0,0,0,0,0,0,0,0,108099,835691,1560105,57532,0,76784,782769,38099,0,5,5,4,5
Lansing Community College,Public,MI,"<a href=""https://www.mlive.com/news/ann-arbor/2020/05/michigan-community-colleges-look-ahead-to-fall-enrollment-consider-hybrid-course-strategies.html"" target=""_blank"" rel=""nofollow noopener noreferrer"">Proposing a hybrid model</a>",Proposing a hybrid model,42.7381578,-84.55102740000002,920,59532,148883,5516,0,0,0,0,0,0,0,0,0,0,0,0,108099,835691,1560105,57532,0,76784,782769,38099,0,5,5,4,5
Lawrence Technological University,Private,MI,"<a href=""https://www.ltu.edu/coronavirus/president.asp"" target=""_blank"" rel=""nofollow noopener noreferrer"">Waiting to decide</a>",Waiting to decide,42.4755011,-83.24979669999998,920,59532,148883,5516,0,0,0,0,0,0,0,0,0,0,0,0,108099,835691,1560105,57532,0,76784,782769,38099,0,5,5,4,5
Michigan State University,Public,MI,"<a href=""https://president.msu.edu/communications/messages-statements/2020_community_letters/2020_05_27_message_campus.html"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,42.701848,-84.4821719,920,59532,148883,5516,0,0,0,0,0,0,0,0,0,0,0,0,108099,835691,1560105,57532,0,76784,782769,38099,0,5,5,4,5
Michigan Technological University,Public,MI,"<a href=""https://www.mtu.edu/flex/"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,47.11677479999999,-88.54602179999998,920,59532,148883,5516,0,0,0,0,0,0,0,0,0,0,0,0,108099,835691,1560105,57532,0,76784,782769,38099,0,5,5,4,5
Northern Michigan University,Public,MI,"<a href=""https://news.nmu.edu/node/930"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,46.5602524,-87.40756309999998,920,59532,148883,5516,0,0,0,0,0,0,0,0,0,0,0,0,108099,835691,1560105,57532,0,76784,782769,38099,0,5,5,4,5
Oakland Community College,Public,MI,"<a href=""https://www.mlive.com/news/ann-arbor/2020/05/michigan-community-colleges-look-ahead-to-fall-enrollment-consider-hybrid-course-strategies.html"" target=""_blank"" rel=""nofollow noopener noreferrer"">Proposing a hybrid model</a>",Proposing a hybrid model,42.483977,-83.145552,920,59532,148883,5516,0,0,0,0,0,0,0,0,0,0,0,0,108099,835691,1560105,57532,0,76784,782769,38099,0,5,5,4,5
Oakland University,Public,MI,"<a href=""https://www.bridgemi.com/talent-education/first-michigan-college-unveils-fall-plan-masks-tests-some-campus-classes"" target=""_blank"" rel=""nofollow noopener noreferrer"">Proposing a hybrid model</a>",Proposing a hybrid model,42.6679486,-83.2081632,920,59532,148883,5516,0,0,0,0,0,0,0,0,0,0,0,0,108099,835691,1560105,57532,0,76784,782769,38099,0,5,5,4,5
Saint Mary's University of Minnesota,Private,MI,"<a href=""https://newsroom.smumn.edu/2020/05/21/fall-semester-planning-update//"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,44.0447724,-91.6957837,920,59532,148883,5516,0,0,0,0,0,0,0,0,0,0,0,0,108099,835691,1560105,57532,0,76784,782769,38099,0,5,5,4,5
Siena Heights University,Private,MI,"<a href=""https://sienaheights.edu/Siena-Heights-News/ArtMID/2940/ArticleID/710/Siena-Heights-University-Fall-2020-Opening-Statement"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,41.9046111,-84.01626170000002,920,59532,148883,5516,0,0,0,0,0,0,0,0,0,0,0,0,108099,835691,1560105,57532,0,76784,782769,38099,0,5,5,4,5
Spring Arbor University,Private,MI,"<a href=""https://www.arbor.edu/about/offices-and-schools/holton-health-and-wellness-services/coronavirus-updates-and-resources/covid-19-apr-29-student-update/"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,42.2078734,-84.5563208,920,59532,148883,5516,0,0,0,0,0,0,0,0,0,0,0,0,108099,835691,1560105,57532,0,76784,782769,38099,0,5,5,4,5
University of Detroit Mercy,Private,MI,"<a href=""https://udmercy.edu/about/news/articles/2020/05-20-university-academic-year-plans.ph"" target=""_blank"" rel=""nofollow noopener noreferrer"">Proposing a hybrid model</a>",Proposing a hybrid model,42.4141556,-83.1379932,920,59532,148883,5516,0,0,0,0,0,0,0,0,0,0,0,0,108099,835691,1560105,57532,0,76784,782769,38099,0,5,5,4,5
University of Michigan at Ann Arbor,Public,MI,"<a href=""https://coronavirus.umich.edu/       "" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,42.2780436,-83.7382241,920,59532,148883,5516,0,0,0,0,0,0,0,0,0,0,0,0,108099,835691,1560105,57532,0,76784,782769,38099,0,5,5,4,5
University of Michigan at Dearborn,Public,MI,"<a href=""https://coronavirus.umich.edu/       "" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,42.31763429999999,-83.23202990000001,920,59532,148883,5516,0,0,0,0,0,0,0,0,0,0,0,0,108099,835691,1560105,57532,0,76784,782769,38099,0,5,5,4,5
University of Michigan at Flint,Public,MI,"<a href=""https://coronavirus.umich.edu/"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,43.0199325,-83.6881932,920,59532,148883,5516,0,0,0,0,0,0,0,0,0,0,0,0,108099,835691,1560105,57532,0,76784,782769,38099,0,5,5,4,5
