Control,State,Plan,2018 Fall Enrollment,Known_Cases_in_County_per_100k_Residents,lat,lng,institution,Address,Campus_Size,Housing,Total_All_Undergrad_Grant/Scholarship,AVG_All_Undergrad_Grant/Scholarship,Total_Federal_Student_Loans,AVG_Dederal_Student_Loans_Amount,undergraduate_population,graduate_population,total_number_faculty,college_year,zipcode,city,county,Tuition_out_state_undergraduate,Tuition_in_state_undergraduate,Tuition_In_state_graduate,Tuition_Out_State_Graduate,Tuition_fee_graduate_In_State,Tuition_fee_graduate_Out_State,Average_Tuition,Average_Expense,AVG_Tuition-Grad-2019-2020,AVG_Fee-Grad-2019-2020,per_dem,per_gop,pi_2014,pi_2015,pi_2016,pi_2017,pi_2018,gdp_2014,gdp_2015,gdp_2016,gdp_2017,gdp_2018,state,cases_mar,cases_apr,cases_may,cases_june,cases_july,death_mar,death_apr,death_may,death_june,death_july,Total_Cases,Perecent_of_State_Cases,Cases_per_100000,Total_Deaths
Private,GA,TBD,1264.0,1679,33.876191600000006,-84.33471279999998,Oglethorpe University,"4484 Peachtree Road, NE, Atlanta, Georgia 30319-2797",Suburb: Large,Yes,33634218.0,28075.0,6695114.00 ,7003.00 ,1385,0,121,4,30319,Atlanta,DeKalb,0.0,0.0,0,0,0,0,37410.0,54377.5,,,0.8082272341660001,0.160647714714,42068.0,44540.0,45522.0,48557.0,50871.0,32183065.0,33778100.0,35049181.0,36167573.0,37396329.0,GA,294,2027,3731,5841,11916,3,47,112,173,213,13237,6.5%,"1,743",234
Private,GA,Primarily in person,2449.0,2341,34.566536299999996,-83.5419975,Piedmont College,"495 N Indian Creek Dr, Clarkston, Georgia 30021-2397",Suburb: Large,No,13863811.0,4657.0,0.00 ,_,3406,0,329,2,30021,Clarkston,DeKalb,5172.5,2970.5,0,0,0,0,0.0,17032.0,,,0.8082272341660001,0.160647714714,42068.0,44540.0,45522.0,48557.0,50871.0,32183065.0,33778100.0,35049181.0,36167573.0,37396329.0,GA,294,2027,3731,5841,11916,3,47,112,173,213,13237,6.5%,"1,743",234
Private,GA,Primarily in person,2449.0,2341,34.566536299999996,-83.5419975,Piedmont College,"495 N Indian Creek Dr, Clarkston, Georgia 30021-2397",Suburb: Large,No,13863811.0,4657.0,0.00 ,_,3406,0,329,2,30021,Clarkston,DeKalb,5172.5,2970.5,0,0,0,0,0.0,17032.0,,,0.8082272341660001,0.160647714714,42068.0,44540.0,45522.0,48557.0,50871.0,32183065.0,33778100.0,35049181.0,36167573.0,37396329.0,GA,294,2027,3731,5841,11916,3,47,112,173,213,13237,6.5%,"1,743",234
Public,SC,Primarily online,2267.0,893,33.534518,-81.842672,Aiken Technical College,"2276 Jefferson Davis Highway, Graniteville, South Carolina 29829",Rural: Fringe,No,6338591.0,3579.0,2418867.00 ,5147.00 ,2236,0,174,2,29829,Graniteville,Aiken,6798.5,4934.5,0,0,0,0,0.0,13462.0,,,0.34004252872,0.614941222099,36900.0,38675.0,39387.0,40893.0,42511.0,5736514.0,5834526.0,5836985.0,5908848.0,6009182.0,SC,9,99,194,387,1444,0,6,7,10,24,1505,1.6%,881,22
Public,AL,Hybrid,6106.0,1407,34.7827196,-86.568614,Alabama State University,"915 S Jackson Street, Montgomery, Alabama 36104-0271",City: Midsize,Yes,30601852.0,8291.0,32546045.00 ,10129.00 ,3750,440,363,4,36104,Montgomery,Montgomery,18586.0,10606.0,7416,14832,2740,2740,0.0,21334.0,,,0.620363321068,0.35875311931599996,39060.0,40562.0,41388.0,42211.0,43688.0,12063870.0,12294898.0,12473078.0,12457671.0,12633330.0,AL,29,337,1632,3839,6045,0,6,38,97,142,6564,6.8%,"2,898",151
Public,AL,Hybrid,4413.0,2773,32.3636575,-86.29401740000002,Alabama State University,"915 S Jackson Street, Montgomery, Alabama 36104-0271",City: Midsize,Yes,30601852.0,8291.0,32546045.00 ,10129.00 ,3750,440,363,4,36104,Montgomery,Montgomery,18586.0,10606.0,7416,14832,2740,2740,0.0,21334.0,,,0.620363321068,0.35875311931599996,39060.0,40562.0,41388.0,42211.0,43688.0,12063870.0,12294898.0,12473078.0,12457671.0,12633330.0,AL,29,337,1632,3839,6045,0,6,38,97,142,6564,6.8%,"2,898",151
Private,AL,TBD,3178.0,2773,32.3835476,-86.21675739999998,Faulkner University,"5345 Atlanta Hwy, Montgomery, Alabama 36109-3390",City: Midsize,Yes,17130218.0,9618.0,12846752.00 ,8680.00 ,2192,844,259,4,36109,Montgomery,Montgomery,0.0,0.0,0,0,0,0,21275.0,34876.25,10080.0,1450.0,0.620363321068,0.35875311931599996,39060.0,40562.0,41388.0,42211.0,43688.0,12063870.0,12294898.0,12473078.0,12457671.0,12633330.0,AL,29,337,1632,3839,6045,0,6,38,97,142,6564,6.8%,"2,898",151
Private,AL,Fully in person,1081.0,2773,32.3505627,-86.28622949999998,Huntingdon College,"1500 East Fairview Avenue, Montgomery, Alabama 36106-2148",City: Midsize,Yes,14299057.0,13978.0,5433987.00 ,6958.00 ,1008,0,119,4,36106,Montgomery,Montgomery,0.0,0.0,0,0,0,0,26750.0,37660.0,,,0.620363321068,0.35875311931599996,39060.0,40562.0,41388.0,42211.0,43688.0,12063870.0,12294898.0,12473078.0,12457671.0,12633330.0,AL,29,337,1632,3839,6045,0,6,38,97,142,6564,6.8%,"2,898",151
Public,NC,Primarily online,4248.0,1374,36.066108,-79.357563,Alamance Community College,"1247 Jimmie Kerr Road, Graham, North Carolina 27253-8000",Rural: Fringe,No,7271938.0,3795.0,0.00 ,,4328,0,474,2,27253,Graham,Alamance,7288.5,2188.5,0,0,0,0,0.0,24865.5,,,0.422557172557,0.552018364518,35642.0,36830.0,37317.0,38141.0,39342.0,5053477.0,5027956.0,5142796.0,5200654.0,5364474.0,NC,7,99,329,1121,2101,0,1,21,37,41,2248,1.8%,"1,326",41
Private,NC,Primarily in person,6991.0,1374,36.102687700000004,-79.5023313,Elon University,"100 Campus Drive, Elon, North Carolina 27244-2010",Suburb: Midsize,Yes,52928489.0,14752.0,10793525.00 ,6264.00 ,6277,811,605,4,27244,Elon,Alamance,0.0,0.0,0,0,0,0,34816.75,50386.5,16178.0,0.0,0.422557172557,0.552018364518,35642.0,36830.0,37317.0,38141.0,39342.0,5053477.0,5027956.0,5142796.0,5200654.0,5364474.0,NC,7,99,329,1121,2101,0,1,21,37,41,2248,1.8%,"1,326",41
Private,NY,Hybrid,1331.0,820,42.65219570000001,-73.7788392,Albany College of Pharmacy and Health Sciences,"106 New Scotland Avenue, Albany, New York 12208-3492",City: Small,Yes,11941857.0,14066.0,4727638.00 ,7341.00 ,794,446,144,4,12208,Albany,Albany,0.0,0.0,0,0,0,0,34363.0,48808.5,25110.0,625.0,0.5951338703,0.35200248320699995,53791.0,55674.0,55698.0,59429.0,61201.0,26781633.0,27048252.0,27577236.0,27798104.0,27767672.0,NY,217,1165,1843,2102,2493,1,53,142,159,169,2531,0.6%,828,116
Private,NY,Hybrid,3983.0,820,42.6640994,-73.78566529999998,College of Saint Rose,"432 Western Ave, Albany, New York 12203-1490",City: Small,Yes,40824294.0,16814.0,12434188.00 ,6866.00 ,2433,1571,341,4,12203,Albany,Albany,0.0,0.0,0,0,0,0,32066.0,47969.0,14382.0,886.0,0.5951338703,0.35200248320699995,53791.0,55674.0,55698.0,59429.0,61201.0,26781633.0,27048252.0,27577236.0,27798104.0,27767672.0,NY,217,1165,1843,2102,2493,1,53,142,159,169,2531,0.6%,828,116
Private,NY,Primarily in person,912.0,820,42.6575699,-73.8064953,Maria College of Albany,"700 New Scotland Ave, Albany, New York 12208",City: Small,No,2384753.0,3227.0,4844437.00 ,6555.00 ,796,0,100,4,12208,Albany,Albany,0.0,0.0,0,0,0,0,14892.5,28023.0,,,0.5951338703,0.35200248320699995,53791.0,55674.0,55698.0,59429.0,61201.0,26781633.0,27048252.0,27577236.0,27798104.0,27767672.0,NY,217,1165,1843,2102,2493,1,53,142,159,169,2531,0.6%,828,116
Private,NY,TBD,544.0,932,42.912771899999996,-78.79737490000001,Maria College of Albany,"700 New Scotland Ave, Albany, New York 12208",City: Small,No,2384753.0,3227.0,4844437.00 ,6555.00 ,796,0,100,4,12208,Albany,Albany,0.0,0.0,0,0,0,0,14892.5,28023.0,,,0.5951338703,0.35200248320699995,53791.0,55674.0,55698.0,59429.0,61201.0,26781633.0,27048252.0,27577236.0,27798104.0,27767672.0,NY,217,1165,1843,2102,2493,1,53,142,159,169,2531,0.6%,828,116
Private,NY,Primarily in person,3221.0,820,42.716635,-73.7523365,Siena College,"515 Loudon Rd, Loudonville, New York 12211-1462",Suburb: Large,Yes,72840272.0,24835.0,13684429.00 ,6431.00 ,3188,108,335,4,12211,Albany,Albany,0.0,0.0,0,0,0,0,36587.75,54999.25,26757.0,300.0,0.5951338703,0.35200248320699995,53791.0,55674.0,55698.0,59429.0,61201.0,26781633.0,27048252.0,27577236.0,27798104.0,27767672.0,NY,217,1165,1843,2102,2493,1,53,142,159,169,2531,0.6%,828,116
Public,GA,Primarily in person,6371.0,2858,31.569055699999996,-84.1403888,Albany State University,"504 College Drive, Albany, Georgia 31705",City: Small,Yes,26451066.0,6236.0,25069771.00 ,6397.00 ,5778,344,306,4,31705,Albany,Dougherty,16181.5,5708.5,3438,13716,1870,1870,0.0,18836.5,,,0.68456890199,0.301459100958,32492.0,33286.0,33743.0,34354.0,34744.0,4072194.0,4008440.0,4081962.0,4114193.0,4198481.0,GA,278,1506,1770,1903,2554,18,120,145,154,167,2661,1.3%,"3,025",170
Public,GA,Fully online,3181.0,2858,31.5547831,-84.17439600000002,Albany Technical College,"1704 South Slappey Boulevard, Albany, Georgia 31701",City: Small,No,15798418.0,5743.0,4969327.00 ,3322.00 ,3285,0,266,2,31701,Albany,Dougherty,4971.5,2768.5,0,0,0,0,0.0,9659.0,,,0.68456890199,0.301459100958,32492.0,33286.0,33743.0,34354.0,34744.0,4072194.0,4008440.0,4081962.0,4114193.0,4198481.0,GA,278,1506,1770,1903,2554,18,120,145,154,167,2661,1.3%,"3,025",170
Private,CT,Primarily in person,1456.0,1518,41.3316093,-72.9226957,Albertus Magnus College,"700 Prospect St, New Haven, Connecticut 06511-1189",City: Midsize,Yes,12065636.0,15834.0,7843803.00 ,9805.00 ,1116,303,190,4,6511,New Haven,New Haven,0.0,0.0,0,0,0,0,31746.5,52562.0,20520.0,184.0,0.541623105592,0.42130675243199994,50286.0,51817.0,52621.0,53605.0,56650.0,45765321.0,46417757.0,47057608.0,47266161.0,48060270.0,CT,373,7536,11309,12359,13013,6,512,966,1075,1101,13128,26.1%,"1,536","1,104"
Public,CT,Primarily in person,7016.0,1518,41.304545700000006,-72.9272621,Gateway Community College ,"20 Church Street, New Haven, Connecticut 06510",City: Midsize,No,18419669.0,4554.0,646539.00 ,3552.00 ,6864,0,536,2,6510,New Haven,New Haven,6488.25,3921.25,0,0,0,0,0.0,17505.5,,,0.541623105592,0.42130675243199994,50286.0,51817.0,52621.0,53605.0,56650.0,45765321.0,46417757.0,47057608.0,47266161.0,48060270.0,CT,373,7536,11309,12359,13013,6,512,966,1075,1101,13128,26.1%,"1,536","1,104"
Public,CT,TBD,6237.0,1518,41.549828600000005,-73.07290079999999,Naugatuck Valley Community College,"750 Chase Parkway, Waterbury, Connecticut 06708-3089",Suburb: Midsize,No,19790846.0,3827.0,943478.00 ,3643.00 ,6055,0,507,2,6708,Waterbury,New Haven,13018.0,4366.0,0,0,0,0,0.0,18534.0,,,0.541623105592,0.42130675243199994,50286.0,51817.0,52621.0,53605.0,56650.0,45765321.0,46417757.0,47057608.0,47266161.0,48060270.0,CT,373,7536,11309,12359,13013,6,512,966,1075,1101,13128,26.1%,"1,536","1,104"
Private,CT,Primarily in person,10207.0,1518,41.4189262,-72.89364929999998,Quinnipiac University,"Mt Carmel Ave, Hamden, Connecticut 06518",Suburb: Large,Yes,183309928.0,27372.0,30243168.00 ,6767.00 ,6845,2863,1157,4,6518,Hamden,New Haven,0.0,0.0,0,0,0,0,46990.0,64500.0,18990.0,740.0,0.541623105592,0.42130675243199994,50286.0,51817.0,52621.0,53605.0,56650.0,45765321.0,46417757.0,47057608.0,47266161.0,48060270.0,CT,373,7536,11309,12359,13013,6,512,966,1075,1101,13128,26.1%,"1,536","1,104"
Public,CT,Primarily online,10050.0,1518,41.331766200000004,-72.94834159999998,Southern Connecticut State University,"501 Crescent Street, New Haven, Connecticut 06515-1355",City: Midsize,Yes,29686465.0,6785.0,43631892.00 ,8935.00 ,7962,1855,1049,4,6515,New Haven,New Haven,23502.75,10748.0,7675,17677,5326,5326,0.0,25834.25,,,0.541623105592,0.42130675243199994,50286.0,51817.0,52621.0,53605.0,56650.0,45765321.0,46417757.0,47057608.0,47266161.0,48060270.0,CT,373,7536,11309,12359,13013,6,512,966,1075,1101,13128,26.1%,"1,536","1,104"
Private,CT,Primarily in person,6867.0,1518,41.2907061,-72.9615183,University of New Haven,"300 Boston Post Road, West Haven, Connecticut 06516-1916",Suburb: Large,Yes,91989282.0,19911.0,27461591.00 ,6526.00 ,4912,1881,662,4,6516,West Haven,New Haven,0.0,0.0,0,0,0,0,38735.0,57410.0,16920.0,230.0,0.541623105592,0.42130675243199994,50286.0,51817.0,52621.0,53605.0,56650.0,45765321.0,46417757.0,47057608.0,47266161.0,48060270.0,CT,373,7536,11309,12359,13013,6,512,966,1075,1101,13128,26.1%,"1,536","1,104"
Private,CT,Primarily in person,13433.0,1518,41.3163244,-72.92234309999998,Yale University,"Woodbridge Hall, New Haven, Connecticut 06520",City: Midsize,Yes,179159125.0,54176.0,2923126.00 ,6128.00 ,6092,7517,6265,4,6520,New Haven,New Haven,0.0,0.0,0,0,0,0,52452.5,72696.25,43300.0,0.0,0.541623105592,0.42130675243199994,50286.0,51817.0,52621.0,53605.0,56650.0,45765321.0,46417757.0,47057608.0,47266161.0,48060270.0,CT,373,7536,11309,12359,13013,6,512,966,1075,1101,13128,26.1%,"1,536","1,104"
Private,MI,TBD,1533.0,556,42.2440064,-84.7451775,Albion College,"611 E Porter St, Albion, Michigan 49224",Town: Fringe,Yes,56796977.0,37465.0,7017944.00 ,6853.00 ,1475,0,155,4,49224,Albion,Calhoun,0.0,0.0,0,0,0,0,44488.75,58131.25,,,0.41088014153,0.535654747729,35286.0,37171.0,37994.0,38608.0,40276.0,5506730.0,5528791.0,5594998.0,5609810.0,5766360.0,MI,17,228,365,536,717,0,13,22,33,41,776,0.8%,578,41
Public,MI,TBD,4245.0,556,42.3349381,-85.17772409999998,Kellogg Community College,"450 North Ave, Battle Creek, Michigan 49017-3397",City: Small,No,14924220.0,6843.0,5342417.00 ,4008.00 ,4223,0,485,2,49017,Battle Creek,Calhoun,8505.5,6117.75,0,0,0,0,0.0,14521.0,,,0.41088014153,0.535654747729,35286.0,37171.0,37994.0,38608.0,40276.0,5506730.0,5528791.0,5594998.0,5609810.0,5766360.0,MI,17,228,365,536,717,0,13,22,33,41,776,0.8%,578,41
Private,PA,Primarily online,1934.0,1246,40.3615456,-75.910759,Albright College,"1621 N. 13th St., Reading, Pennsylvania 19612-5234",City: Small,Yes,57473428.0,32416.0,11294871.00 ,6816.00 ,1718,40,151,4,19612,Reading,Berks,0.0,0.0,0,0,0,0,38986.5,54082.5,,,0.427256812214,0.529141609922,42968.0,44935.0,45863.0,47412.0,49945.0,17300674.0,18023285.0,17947700.0,17911239.0,18443415.0,PA,82,2698,4002,4527,5125,0,117,316,351,364,5218,4.6%,"1,239",365
Private,PA,Primarily in person,2792.0,1246,40.311201700000005,-75.931668,Alvernia University,"400 Saint Bernardine St, Reading, Pennsylvania 19607-1799",City: Small,Yes,31227721.0,16549.0,18423275.00 ,10218.00 ,2123,608,287,4,19607,Reading,Berks,0.0,0.0,0,0,0,0,34290.0,50307.5,14670.0,293.0,0.427256812214,0.529141609922,42968.0,44935.0,45863.0,47412.0,49945.0,17300674.0,18023285.0,17947700.0,17911239.0,18443415.0,PA,82,2698,4002,4527,5125,0,117,316,351,364,5218,4.6%,"1,239",365
Public,PA,Primarily online,8290.0,1246,40.510521600000004,-75.7829733,Kutztown University of Pennsylvania,"15200 Kutztown Rd, Kutztown, Pennsylvania 19530-0730",Town: Fringe,Yes,29200555.0,6154.0,36252469.00 ,6816.00 ,7200,995,449,4,19530,Kutztown,Berks,14380.75,10366.25,9288,13932,1688,1688,0.0,27152.25,,,0.427256812214,0.529141609922,42968.0,44935.0,45863.0,47412.0,49945.0,17300674.0,18023285.0,17947700.0,17911239.0,18443415.0,PA,82,2698,4002,4527,5125,0,117,316,351,364,5218,4.6%,"1,239",365
Public,PA,Primarily online,4199.0,1246,40.3315963,-75.936798,Reading Area Community College,"10 S Second St, Reading, Pennsylvania 19602",City: Small,No,10594789.0,4284.0,7766379.00 ,5766.00 ,4280,0,241,2,19602,Reading,Berks,10440.0,9465.0,0,0,0,0,0.0,23105.0,,,0.427256812214,0.529141609922,42968.0,44935.0,45863.0,47412.0,49945.0,17300674.0,18023285.0,17947700.0,17911239.0,18443415.0,PA,82,2698,4002,4527,5125,0,117,316,351,364,5218,4.6%,"1,239",365
Public,MS,Primarily online,3658.0,4386,31.874203499999997,-91.1372924,Alcorn State University,"1000 ASU Dr Ste 359, Alcorn State, Mississippi 39096-7500",Rural: Remote,Yes,25047090.0,9430.0,16929330.00 ,7341.00 ,3069,454,225,4,39096,Lorman,Claiborne,0.0,0.0,0,0,0,0,6952.0,23762.0,5910.0,1380.0,0.8540961408259999,0.140148950575,28642.0,29289.0,29275.0,30364.0,31494.0,739815.0,748394.0,535073.0,598941.0,583666.0,MS,1,22,111,228,390,0,0,2,10,12,399,0.6%,"4,439",<20
Private,WV,Primarily in person,911.0,173,39.1583178,-80.0486604,Alderson Broaddus University,"101 College Hill Drive, Philippi, West Virginia 26416-2035",Town: Distant,Yes,16224817.0,19932.0,6558955.00 ,9533.00 ,836,77,79,4,26416,Philippi,Barbour,0.0,0.0,0,0,0,0,27272.5,39982.0,29000.0,220.0,0.20136122178,0.7485059760959999,28894.0,28838.0,29150.0,30382.0,32290.0,374812.0,386089.0,370812.0,392656.0,388785.0,WV,0,5,9,15,29,0,1,1,1,1,29,0.4%,176,<20
Public,MN,Primarily in person,2614.0,347,45.87295460000001,-95.3724101,Alexandria Technical and Community College,"1601 Jefferson Streeet, Alexandria, Minnesota 56308",Town: Remote,No,5158244.0,4379.0,4512863.00 ,6503.00 ,2591,0,88,2,56308,Alexandria,Douglas,0.0,0.0,0,0,0,0,5437.25,18937.25,,,0.28798039125,0.6458863247469999,47165.0,50793.0,52520.0,51082.0,53665.0,1687265.0,1789164.0,1852248.0,1752586.0,1820998.0,MN,1,2,41,61,120,0,0,0,0,0,136,0.2%,357,0
Public,NY,Primarily in person,3737.0,157,42.2552377,-77.7946533,Alfred State College,"10 Upper College Drive, Alfred, New York 14802",Town: Remote,Yes,25713635.0,8664.0,16185535.00 ,6152.00 ,3780,0,260,4,14802,Alfred,Allegany,15048.5,8456.0,0,0,0,0,0.0,25167.25,,,0.261410788382,0.6844719770909999,31518.0,32368.0,32496.0,34137.0,34880.0,1363046.0,1344667.0,1307134.0,1306720.0,1314918.0,NY,7,35,45,59,74,0,0,0,0,0,75,0.0 %,163,<20
Private,NY,Primarily online,2302.0,157,42.253417999999996,-77.78770519999998,Alfred University,"One Saxon Drive, Alfred, New York 14802-1205",Town: Remote,Yes,33140464.0,21832.0,7523784.00 ,6244.00 ,1715,667,201,4,14802,Alfred,Allegany,0.0,0.0,0,0,0,0,29787.5,45550.5,37713.0,1010.0,0.261410788382,0.6844719770909999,31518.0,32368.0,32496.0,34137.0,34880.0,1363046.0,1344667.0,1307134.0,1306720.0,1314918.0,NY,7,35,45,59,74,0,0,0,0,0,75,0.0 %,163,<20
Private,NY,Primarily in person,1001.0,157,42.4259685,-78.15526609999998,Houghton College,"1 Willard Ave, Houghton, New York 14744",Rural: Remote,Yes,24194906.0,25468.0,4401585.00 ,6540.00 ,940,29,139,4,14744,Houghton,Allegany,0.0,0.0,0,0,0,0,31955.5,44962.5,13360.0,2274.0,0.261410788382,0.6844719770909999,31518.0,32368.0,32496.0,34137.0,34880.0,1363046.0,1344667.0,1307134.0,1306720.0,1314918.0,NY,7,35,45,59,74,0,0,0,0,0,75,0.0 %,163,<20
Private,KY,TBD,644.0,258,37.3359167,-82.8735944,Alice Lloyd College,"100 Purpose Rd, Pippa Passes, Kentucky 41844",Rural: Remote,Yes,6157228.0,10708.0,1633020.00 ,5087.00 ,575,0,41,4,41844,Pippa Passes,Knott,0.0,0.0,0,0,0,0,11995.0,25252.5,,,0.21629603891600002,0.756949270327,28193.0,28775.0,28391.0,29082.0,30118.0,289602.0,274983.0,223316.0,209899.0,210393.0,KY,0,4,4,7,34,0,0,0,0,1,49,0.1%,331,<20
Public,CA,TBD,11285.0,1390,34.9446133,-120.41893370000001,Allan Hancock College,"800 South College Drive, Santa Maria, California 93454-6399",City: Midsize,No,19021101.0,2775.0,785633.00 ,6547.00 ,11894,0,604,2,93454,Santa Maria,Santa Barbara,6955.5,1350.5,0,0,0,0,0.0,20791.25,,,0.6096551052220001,0.327235970382,53758.0,57307.0,57432.0,59633.0,62690.0,24497034.0,26252102.0,26107316.0,26861059.0,27855958.0,CA,88,496,1656,2933,6215,0,8,12,29,32,6652,1.2%,"1,490",68
Public,CA,Primarily online,14646.0,1390,34.4059205,-119.69732079999999,Santa Barbara City College,"721 Cliff Drive, Santa Barbara, California 93109-2394",City: Small,No,23892908.0,3308.0,5986348.00 ,6121.00 ,14133,0,687,2,93109,Santa Barbara,Santa Barbara,8326.0,1374.0,0,0,0,0,0.0,18004.0,,,0.6096551052220001,0.327235970382,53758.0,57307.0,57432.0,59633.0,62690.0,24497034.0,26252102.0,26107316.0,26861059.0,27855958.0,CA,88,496,1656,2933,6215,0,8,12,29,32,6652,1.2%,"1,490",68
Public,CA,Primarily online,25976.0,1390,34.413962899999994,-119.848947,University of California -Santa Barbara,"5221 Cheadle Hall, Santa Barbara, California 93106",Suburb: Midsize,Yes,265850949.0,18561.0,39275997.00 ,5417.00 ,23349,2965,1762,4,93106,Santa Barbara,Santa Barbara,42687.0,14326.5,11442,26544,2112,2112,0.0,36176.75,,,0.6096551052220001,0.327235970382,53758.0,57307.0,57432.0,59633.0,62690.0,24497034.0,26252102.0,26107316.0,26861059.0,27855958.0,CA,88,496,1656,2933,6215,0,8,12,29,32,6652,1.2%,"1,490",68
Private,CA,Hybrid,1277.0,1390,34.4488434,-119.6610313,Westmont College,"955 La Paz Rd, Santa Barbara, California 93108-1089",Suburb: Midsize,Yes,33589539.0,27668.0,4320641.00 ,6308.00 ,1317,0,178,4,93108,Santa Barbara,Santa Barbara,0.0,0.0,0,0,0,0,44710.5,61795.0,,,0.6096551052220001,0.327235970382,53758.0,57307.0,57432.0,59633.0,62690.0,24497034.0,26252102.0,26107316.0,26861059.0,27855958.0,CA,88,496,1656,2933,6215,0,8,12,29,32,6652,1.2%,"1,490",68
Public,MD,Hybrid,2585.0,377,39.6510662,-78.7303287,Allegany College of Maryland,"12401 Willowbrook Rd SE, Cumberland, Maryland 21502-2596",City: Small,Yes,8174399.0,3534.0,5294573.00 ,5831.00 ,2584,0,217,2,21502,Cumberland,Allegany,9057.5,7467.5,0,0,0,0,0.0,20098.0,,,0.239713710258,0.720220112214,35806.0,36945.0,38104.0,38754.0,40517.0,2796159.0,2814806.0,2847186.0,2853380.0,2828976.0,MD,0,118,177,205,264,0,7,16,17,18,279,0.3%,396,<20
Public,MD,Hybrid,5295.0,377,39.650166600000006,-78.9341855,Frostburg State University,"101 Braddock Road, Frostburg, Maryland 21532-1099",Suburb: Small,Yes,20691260.0,7304.0,15451438.00 ,6338.00 ,4429,749,357,4,21532,Frostburg,Allegany,22472.5,9049.5,7866,10080,2710,2710,0.0,22830.5,,,0.239713710258,0.720220112214,35806.0,36945.0,38104.0,38754.0,40517.0,2796159.0,2814806.0,2847186.0,2853380.0,2828976.0,MD,0,118,177,205,264,0,7,16,17,18,279,0.3%,396,<20
Private,PA,Fully in person,1771.0,147,41.6484557,-80.1455328,Allegheny College,"520 N Main St, Meadville, Pennsylvania 16335-3902",Town: Distant,Yes,62216730.0,35451.0,7823657.00 ,6693.00 ,1775,0,188,4,16335,Meadville,Crawford,0.0,0.0,0,0,0,0,46755.0,62155.0,,,0.287236734809,0.6723842195540001,36513.0,37338.0,37374.0,38698.0,40969.0,2893520.0,2898747.0,2820909.0,2885992.0,2963429.0,PA,4,19,29,53,122,0,0,0,0,1,132,0.1%,156,<20
Public,PA,TBD,225.0,147,41.6292889,-79.6638933,University of Pittsburgh -Titusville,"504 East Main Street, Titusville, Pennsylvania 16354",Town: Distant,Yes,1587504.0,7453.0,1278971.00 ,6696.00 ,135,0,30,2,16354,Titusville,Crawford,21640.5,11847.5,0,0,0,0,0.0,27655.75,,,0.287236734809,0.6723842195540001,36513.0,37338.0,37374.0,38698.0,40969.0,2893520.0,2898747.0,2820909.0,2885992.0,2963429.0,PA,4,19,29,53,122,0,0,0,0,1,132,0.1%,156,<20
Public,PA,Hybrid,28673.0,673,40.4443533,-79.960835,University of Pittsburgh -Titusville,"504 East Main Street, Titusville, Pennsylvania 16354",Town: Distant,Yes,1587504.0,7453.0,1278971.00 ,6696.00 ,135,0,30,2,16354,Titusville,Crawford,21640.5,11847.5,0,0,0,0,0.0,27655.75,,,0.287236734809,0.6723842195540001,36513.0,37338.0,37374.0,38698.0,40969.0,2893520.0,2898747.0,2820909.0,2885992.0,2963429.0,PA,4,19,29,53,122,0,0,0,0,1,132,0.1%,156,<20
Private,OH,TBD,72.0,1510,40.86720950000001,-80.86050300000001,Allegheny Wesleyan College,"2161 Woodsdale Rd, Salem, Ohio 44460-9598",Rural: Fringe,Yes,314889.0,4373.0,127500.00 ,2772.00 ,68,0,22,4,44460,Salem,Columbiana,0.0,0.0,0,0,0,0,6500.0,13917.0,,,0.271160601843,0.686816464506,34446.0,35373.0,35263.0,36481.0,38013.0,3042317.0,3102927.0,2960143.0,2964828.0,2970872.0,OH,11,253,743,1205,1547,2,23,52,60,60,1582,1.7%,"1,553",60
Public,KS,TBD,2540.0,111,37.938448,-95.399694,Allen County Community College,"1801 N Cottonwood, Iola, Kansas 66749",Town: Remote,Yes,3363755.0,3337.0,1208780.00 ,4070.00 ,2407,0,136,2,66749,Iola,Allen,0.0,0.0,0,0,0,0,3330.5,13491.0,,,0.263078660143,0.6727512231839999,36328.0,37115.0,36623.0,38176.0,40218.0,481888.0,472585.0,445634.0,466896.0,474012.0,KS,0,0,0,5,14,0,0,0,0,0,<20,Not Calculated,Not Calculated,0
Private,SC,TBD,743.0,1917,34.010694,-81.020246,Allen University,"1530 Harden Street, Columbia, South Carolina 29204",City: Midsize,Yes,6411081.0,9803.0,4643629.00 ,7502.00 ,754,63,59,4,29204,Columbia,Richland,0.0,0.0,0,0,0,0,13215.0,23709.5,8100.0,800.0,0.639911452184,0.311410861865,40189.0,42007.0,42473.0,44250.0,45529.0,21350656.0,21749024.0,22134526.0,22784354.0,23330091.0,SC,135,899,1485,3518,7617,2,33,66,83,129,7889,8.5%,"1,897",139
Private,SC,Hybrid,2165.0,1917,34.012867,-81.020461,Benedict College,"1600 Harden Street, Columbia, South Carolina 29204-1086",City: Midsize,Yes,25422442.0,12146.0,12663895.00 ,7534.00 ,2034,6,123,4,29204,Columbia,Richland,0.0,0.0,0,0,0,0,18181.0,30342.5,9900.0,2600.0,0.639911452184,0.311410861865,40189.0,42007.0,42473.0,44250.0,45529.0,21350656.0,21749024.0,22134526.0,22784354.0,23330091.0,SC,135,899,1485,3518,7617,2,33,66,83,129,7889,8.5%,"1,897",139
